source,added,keep,name,search_ddg_tmp,party,gender,dep17,mandates,twitter,description,city,dept,geo,notes,notes_url,flag_collected_31_may_2019,EM_zone,EM_career,id,statuses,followers,created,last_tweeted
PS_2017-06-270,2017-06,yes,Aude LEDUC,,PS,f,,"Cdd17, ",audeleduc,Candidate #PS aux #legislatives2017 s/ la #circo5905 - @PSNord FB:https://m.facebook.com/aude.leduc.7?ref=bookmarks …,,59,y,,,TRUE,,,,,,,
PS_2017-06-271,2017-06,no,Isabelle COLAS,,DVG,f,,"Cdd17, ",,,,59,y,"UDE, supported by PS",,FALSE,,,,,,,
PS_2017-06-272,2017-06,no,Hélène VIARD,,PS,f,,"Cdd17, ",,,,59,y,,,FALSE,,,,,,,
PS_2017-06-273,2017-06,yes,Mehdi MASSROUR,,PS,m,,"Cdd17, ",mehdimassrour,Candidat aux élections législatives #Circo5908 - Élu d'opposition à #Roubaix - Secrétaire de la section @PSRoubaix - Ancien conseiller général -,Roubaix,59,y,,,TRUE,,,,,,,
PS_2017-06-274,2017-06,no,Josiane BAECKELANDT,,DVG-PRG,f,,"Cdd17, ",,,,60,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-275,2017-06,no,Jacqueline FONTAINE,,EELV,f,,"Cdd17, ",,,,60,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-276,2017-06,yes,Johann LUCAS,,PS,m,,"Cdd17, ",johannlucasfr,Candidat PS aux législatives 3ème circo de l'Oise - Secrétaire section PS Creil - Président des @AmisDeLAfrique,Creil,60,y,,,TRUE,,,,,,,
PS_2017-06-277,2017-06,no,Martine BERNARD,,EELV,f,,"Cdd17, ",,,,60,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-278,2017-06,yes,Bertrand BRASSENS,,PS,m,,"Cdd17, ",brassensb,Conseiller Général de Compiègne Sud-Est,,60,y,,,TRUE,,,,,,,
PS_2017-06-279,2017-06,yes,Alexandre OUIZILLE,,PS,m,,"Cdd17, ",aouizille,"Candidat #PS aux législatives dans la 7ème circonscription de l'Oise. Fondateur @ConfGambetta. Passionné d'économie et de numérique, je travaille @ARCEP.",Paris,60,y,,,TRUE,,,,,,,
PS_2017-06-280,2017-06,yes,Joachim PUEYO,,PS,m,,"Cdd17, Député, Maire, Président de Communauté d'Agglomération",joaquim_pueyo,,Alençon,61,y,,,TRUE,,,,,,,
PS_2017-06-281,2017-06,yes,Serge DELAVALLEE,,PS,m,,"Cdd17, Conseiller municipal",delavalleeserge,"Chef entreprise, conseiller municipal de l'Aigle, vice-président au tourisme à la CDC du pays de l'Aigle et de la Marche et président de l'Office de Tourisme.",Aigle,61,y,,,TRUE,,,,,,,
PS_2017-06-282,2017-06,no,Bernard CAILLIAU,,PS,m,,"Cdd17, ",,,,62,y,,,FALSE,,,,,,,
PS_2017-06-283,2017-06,yes,Jean-Jacques COTTEL,,PS,m,,"Cdd17, Député, Maire",cotteljj,Depute du Pas de Calais 1 ere Circonscription et maire de Bapaume,Bapaume,62,y,,,TRUE,,,,,,,
PS_2017-06-284,2017-06,yes,Philippe KEMEL,,PS,m,,"Cdd17, Député, Maire",philippekemel,Maire de Carvin - Deputé 2012/2017 #circo6211,Carvin,62,y,,,TRUE,,,,,,,
PS_2017-06-285,2017-06,no,Laurent DUPORGE,,PS,m,,"Cdd17, Maire",,,Liévin,62,y,,,FALSE,,,,,,,
PS_2017-06-286,2017-06,yes,Antoine DÉTOURNÉ,,PS,m,,"Cdd17, Conseiller municipal",antoinedetourne,"Conseiller municipal d'Arras. Au Conseil National du PS. Du peuple, par le peuple, pour le peuple. Ex-@SciencesPo #ESS candidat #PS #Circo6202",Arras,62,y,,,TRUE,,,,,,,
PS_2017-06-287,2017-06,yes,Frédérique MASSON,,PS,f,,"Cdd17, Député",fred_masson,Suppléante de @Guy_Delcourt - Député du Pas de Calais • Secrétaire nationale adjointe @partisocialiste • Membre de @LensPS,Lens,62,y,,,TRUE,,,,,,,
PS_2017-06-288,2017-06,yes,Blandine DRAIN,,PS,f,,"Cdd17, ",blandinedrain,,,62,y,,,TRUE,,,,,,,
PS_2017-06-289,2017-06,no,Mireille HINGREZ CÉRÉDA,,PS,f,,"Cdd17, ",,,,62,y,,,FALSE,,,,,,,
PS_2017-06-290,2017-06,yes,Yann CAPET,,PS,m,,"Cdd17, Député",yann_capet,Député du Pas-de-Calais,,62,y,,,TRUE,,,,,,,
PS_2017-06-291,2017-06,no,Bertrand PETIT,,PS,m,,"Cdd17, ",,,,62,y,,,FALSE,,,,,,,
PS_2017-06-292,2017-06,yes,Stéphane SAINT-ANDRÉ,,DVG-PRG,m,,"Cdd17, Député",stephane_sta,Député PRG du Pas-de-Calais,,62,y,"PRG, supported by PS",,TRUE,,,,,,,
PS_2017-06-293,2017-06,yes,Cécile AUDET,,PS,f,,"Cdd17, Maire adjoint",cecileaudet,"• Candidate du PS aux élections législatives #Circo6301 • Adjointe au Maire de Clermont-Ferrand en charge de l'éducation, l'enfance et la petite enfance.", Clermont-Ferrand,63,y,,,TRUE,,,,,,,
PS_2017-06-294,2017-06,yes,Christine PIRES BEAUNE,,PS,f,,"Cdd17, Député",cpiresbeaune,Auvergnate - Députée de la 2ème circonscription du Puy-de-Dôme,Riom,63,y,,,TRUE,,,,,,,
PS_2017-06-295,2017-06,yes,Nicolas BONNET,,EELV,m,,"Cdd17, Maire adjoint",nicolas_bonnet_,Candidat aux législatives EELV & PS sur la 3ème circonscription du Puy-de-Dôme #ClermontMontagne; Maire-Adjoint de #ClermontFerrand à l'#Ecologie et à l'#Eau, Clermont-Ferrand,63,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-296,2017-06,yes,Sylvie MAISONNET,,PS,f,,"Cdd17, ",sylviemaisonnet,"Candidate PS aux #Législatives2017 pour la 4e circonscription du Puy-de-Dôme, avec Pierre Ravel mon suppléant",,63,y,,,TRUE,,,,,,,
PS_2017-06-297,2017-06,no,Gérard BETENFELD,,PS,m,,"Cdd17, ",,,,63,y,,,FALSE,,,,,,,
PS_2017-06-298,2017-06,yes,Jérôme MARBOT,,PS,m,,"Cdd17, ",jeromemarbot,"Candidat aux élections législatives dans la 1ère circonscription des Pyrénées-Atlantiques. Nous, c'est l'humain !",Pau,64,y,,,TRUE,,,,,,,
PS_2017-06-299,2017-06,yes,Nathalie CHABANNE,,PS,f,,"Cdd17, Député",chabanne_nat,Députée des Pyrénées-Atlantiques - Secrétaire de la commission Défense - Membre de la commission des Affaires Européennes,,64,y,,,TRUE,,,,,,,
PS_2017-06-300,2017-06,yes,David HABIB,,PS,m,,"Cdd17, ",daviddhabib,Candidat aux élections législatives dans la 3ème circonscription des Pyrénées-Atlantiques,,64,y,,,TRUE,,,,,,,
PS_2017-06-301,2017-06,yes,Bernard UTHURRY,,PS,m,,"Cdd17, ",bernarduthurry,Region Aquitaine Limousin Poitou-Charentes,,64,y,,,TRUE,,,,,,,
PS_2017-06-302,2017-06,yes,Colette CAPDEVIELLE,,PS,f,,"Cdd17, Député",c_capdevielle,Députée des Pyrénées-Atlantiques #circo6405 | Membre de la commission des lois | Vice Présidente @socialistesAN,Bayonne,64,y,,,TRUE,,,,,,,
PS_2017-06-303,2017-06,yes,Sylviane ALAUX,https://duckduckgo.com/?q=Sylviane+ALAUX+twitter,PS,f,,"Cdd17, Député",alaux_2017,Députée des Pyrénées-Atlantiques #circo6406 http://www.sylvianealaux2017.fr ,,64,y,,,FALSE,,,,,,,
PS_2017-06-304,2017-06,yes,Jean GLAVANY,,PS,m,,"Cdd17, ",jeanglavany,,,65,y,,,TRUE,,,,,,,
PS_2017-06-305,2017-06,no,Jeanine DUBIÉ,,DVG-PRG,f,,"Cdd17, ",,,,65,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-306,2017-06,yes,Jean CODOGNÈS,https://duckduckgo.com/?q=Jean+CODOGNÈS+twitter,EELV,m,,"Cdd17, ",,,Perpignan,66,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-307,2017-06,no,Marie-Pierre SADOURNY,,PS,f,,"Cdd17, ",,,,66,y,,,FALSE,,,,,,,
PS_2017-06-308,2017-06,yes,Ségolène NEUVILLE,,PS,f,,"Cdd17, Secrétaire d'Etat",s_neuville,Secrétaire d’Etat chargée des personnes handicapées et de la lutte contre l’exclusion,,66,y,,,TRUE,,,,,,,
PS_2017-06-309,2017-06,yes,Alexandre REYNAL,,PS,m,,"Cdd17, ",alexandrereynal,Candidat PS 4eme circonscription des P-O - Vice Président du CD66, Amélie les Bains Palalda,66,y,,,TRUE,,,,,,,
PS_2017-06-310,2017-06,yes,Eric ELKOUBY,https://duckduckgo.com/?q=Eric+ELKOUBY+twitter,PS,m,,"Cdd17, ",elkouby2017,Groupe des soutiens à Eric Elkouby. Notre Député de la 1ère circonscription de Strasbourg. Passion et Dynamisme ! Tous avec Eric !,Strasbourg,67,y,,,FALSE,,,,,,,
PS_2017-06-311,2017-06,yes,Philippe BIES,,PS,m,,"Cdd17, Député",philippebies,Député PS de la 2ème circonscription du Bas - Rhin. President du groupe socialiste et républicain de la ville de Strasbourg. Conseiller eurometropolitain,Strasbourg,67,y,,,TRUE,,,,,,,
PS_2017-06-312,2017-06,yes,Serge OEHLER,,PS,m,,"Cdd17, Conseiller départemental, Maire adjoint",sergeoehler,Adjoint au maire de #Strasbourg en charge des #sports et de quartier. Conseiller départemental du Bas-Rhin Candidat aux #legislatives2017 #Circo6703 #Oehler2017,Strasbourg,67,y,,,TRUE,,,,,,,
PS_2017-06-313,2017-06,yes,Thibaut VINCI,,DVG-PRG,m,,"Cdd17, ",vincithibaut,"Thibaut Vinci, président du PRG67",Strasbourg,67,y,"PRG, supported by PS",,TRUE,,,,,,,
PS_2017-06-314,2017-06,yes,Martin EFFENBERGER,,PS,m,,"Cdd17, ",martin67120,Technicien supérieur en systèmes informatiques - candidat aux élections législatives dans la 6eme circonscription du Bas-Rhin #legislatives2017,Molsheim,67,y,,,TRUE,,,,,,,
PS_2017-06-315,2017-06,yes,Amboise PERRIN,,PS,m,,"Cdd17, ",ambroise_perrin,"Conseiller politique à Bruxelles, candidat aux législatives 2017, 8è circonscription du Bas Rhin, La Gauche du Renouveau",Wissembourg,67,y,,,TRUE,,,,,,,
PS_2017-06-316,2017-06,yes,Hamid FILALI,https://duckduckgo.com/?q=Hamid+FILALI+twitter,PS,m,,"Cdd17, ",hfilali2017,"Hamid Filali, Candidat aux Elections Législatives soutenu par le PS-PRG-UDE- 9ème Circonscription Bas-Rhin - Ensemble, on est plus fort !",,67,y,,,FALSE,,,,,,,
PS_2017-06-317,2017-06,yes,Marie Agnès STRAZEL,,DVG,f,,"Cdd17, ",maystrazel,déléguée nationale de l'UDE. secrétaire nationale front democrate à la culture. candidate aux législatives2017 pour une démocratie écocitoyenne,Paris,68,y,"UDE, supported by PS",,TRUE,,,,,,,
PS_2017-06-318,2017-06,yes,Abdellatif TIMDOUINE,https://duckduckgo.com/?q=Abdellatif+TIMDOUINE+twitter,PS,m,,"Cdd17, ",timabdell,Professeur de Maths-Sciences Animateur Fédéral du MJS Haut-Rhin Militant au PS 68, Rixheim,68,y,,,FALSE,,,,,,,
PS_2017-06-319,2017-06,no,Pierre PARRA,,PS,m,,"Cdd17, ",,,,68,y,,,FALSE,,,,,,,
PS_2017-06-320,2017-06,yes,Victor FORNITO,,EELV,m,,"Cdd17, ",victorfornito1,Je suis préventeur et ergonome en santé au travail. Je veux prendre soin de tous ceux qui souffrent dans une société bien malade., Brindas,69,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-321,2017-06,yes,Jules JOASSARD,,PS,m,,"Cdd17, Conseiller municipal",juljoassard,Militant Socialiste - Section du Pays d'Ozon - Conseiller Municipal de Sérézin-du-Rhône - 11ème circonscription du Rhône,Sérézin-du-Rhône,69,y,,,TRUE,,,,,,,
PS_2017-06-322,2017-06,no,David CHIZAT,,PS,m,,"Cdd17, ",,,,69,y,,,FALSE,,,,,,,
PS_2017-06-323,2017-06,yes,Françoise BERGAME,,PS,f,,"Cdd17, Conseiller municipal",fbergame69,"Seul on va plus vite, ensemble on va plus loin... élue à Genas, candidate humaniste et progressiste aux législatives 2017 sur la 13ieme circo 69 (PS-PRG)",Genas,69,y,,,TRUE,,,,,,,
PS_2017-06-324,2017-06,no,Adrien DRIOLI,,PS,m,,"Cdd17, ",,,,69,y,,,FALSE,,,,,,,
PS_2017-06-325,2017-06,yes,Fanny DUBOT,,EELV,f,,"Cdd17, ",fanny_dub,"Écologiste lyonnaise. Candidate #EELV #PS aux législatives sur la #circo6903 (3eme, 7eme et 8eme arrondissements)",Lyon,69,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-326,2017-06,yes,Najat VALLAUD BELKACEM,,PS,f,0,"Cdd17, ",nvb2017,"Bienvenue sur le compte de campagne de Najat Vallaud-Belkacem, candidate à l'élection législative de #Villeurbanne les 11 & 18 juin 2017 #NousVilleurBanne",Villeurbanne,69,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Najat VALLAUD BELKACEM,,PS,f,0,"Cdd17, ",najatvb,Candidate aux législatives à Villeurbanne. Ancienne ministre. La vie a plus d'imagination que nous.,Villeurbanne,69,y,,,TRUE,,,,,,,
PS_2017-06-327,2017-06,yes,Renaud GAUQUELIN,,PS,m,,"Cdd17, Maire",renaudgauquelin,"Maire, Conseiller Général du Rhône, Président de l'Association de Maire de France de Ville et Banlieue", Rillieux-la-Pape,69,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Renaud GAUQUELIN,,PS,m,,"Cdd17, Maire",gauquelinrenaud,,Rillieux-la-Pape,69,y,,,TRUE,,,,,,,
PS_2017-06-328,2017-06,no,Katia BUISSON,,DVG-PRG,f,,"Cdd17, ",,,,69,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-329,2017-06,yes,Laurent RICARD,,PS,m,,"Cdd17, ",ricard_laurent,"« La République c'est le droit de tout homme, quelle que soit sa croyance religieuse, à avoir sa part de la souveraineté. »",Vésoul,70,y,,,TRUE,,,,,,,
PS_2017-06-330,2017-06,yes,Catherine N'DIAYE,,PS,f,,"Cdd17, ",ndiayecatherine,,MACON,71,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Catherine N'DIAYE,,PS,f,,"Cdd17, ",catherinediaye,,MACON,71,y,,,TRUE,,,,,,,
PS_2017-06-331,2017-06,no,Dominique LOTTE,,DVG-PRG,m,,"Cdd17, ",,,,71,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-332,2017-06,yes,Philippe BAUMEL,,PS,m,,"Cdd17, Député",philippebaumel,Député de Saône-et-Loire /Vice-Président du groupe SER de l'assemblée nationale / Vice-président de la FNESR / candidat aux #législatives2017 dans la #circo7103,,71,y,,,TRUE,,,,,,,
PS_2017-06-333,2017-06,yes,Cécile UNTERMAIER,,PS,f,,"Cdd17, Député",ceciluntermaier,"- Députée de Saône-et-Loire, Vice-Présidente de la Commission des lois, Secrétaire de la délégation aux droits des femmes",,71,y,,,TRUE,,,,,,,
PS_2017-06-334,2017-06,yes,Christophe SIRUGUE,,PS,m,,"Cdd17, ",chsirugue,Candidat élections législatives #legislatives2017 #circo7105,Chalon sur Saône,71,y,,,TRUE,,,,,,,
PS_2017-06-335,2017-06,yes,Françoise DUBOIS,https://duckduckgo.com/?q=Françoise+DUBOIS+twitter,PS,f,,"Cdd17, Député",f_dubois2017,Députée de la 1ère circonscription de la Sarthe - FD ne tweet pas en personne -Candidate @PSSarthe aux élections législatives les 11 et 18 juin 2017 #Circo7201,,72,y,,,FALSE,,,,,,,
PS_2017-06-336,2017-06,yes,Marietta KARAMANLI,https://duckduckgo.com/?q=Marietta+KARAMANLI+twitter,PS,f,,"Cdd17, Député",avecmarietta,"Candidate dans la 2ème circonscription de la #Sarthe #circo7202 - 11 et 18 juin - avec @cchaudun72, suppléant - Compte officiel géré par l'équipe de campagne",Le Mans,72,y,,,FALSE,,,,,,,
Twitter,2017-06,yes,Marietta KARAMANLI,,PS,f,,"Cdd17, Député",karamanli72,Deputée de la Sarthe (2ème circonscription),Le Mans,72,y,,,TRUE,,,,,,,
PS_2017-06-337,2017-06,yes,Nicolas CHAUVIN,,PS,m,,"Cdd17, ",nchauvin2017,Candidat socialiste aux élections législatives de la troisième circonscription de la Sarthe.,La Flèche,72,y,,,TRUE,,,,,,,
PS_2017-06-338,2017-06,yes,Stéphane LE FOLL,,PS,m,,"Cdd17, Député",slefoll,Ancien Ministre Agriculture - Député de la 4ème Circonscription de la Sarthe - Candidat 2017,Sablé,72,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Stéphane LE FOLL,https://duckduckgo.com/?q=Stéphane+LE+FOLL+twitter,PS,m,,"Cdd17, Député",lefoll2017,Candidat de la 4eme Circonscription de la Sarthe - Legislatives 2017 - http://www.stephane-lefoll-72.fr/ ,Sablé,,y,,,FALSE,,,,,,,
PS_2017-06-339,2017-06,yes,Samuel CADEAU,,PS,m,,"Cdd17, ",samuel_cadeau,,courcemont,72,y,,,TRUE,,,,,,,
PS_2017-06-340,2017-06,no,Fatiha BRUNETTI,,PS,f,,"Cdd17, ",,,,73,y,,,FALSE,,,,,,,
PS_2017-06-341,2017-06,yes,Christophe PONCET,,PS,m,,"Cdd17, ",christopheponce,,,74,y,,,TRUE,,,,,,,
PS_2017-06-342,2017-06,yes,Ghislain LA SPISA,,PS,m,,"Cdd17, ",ghislainlaspisa,Candidat aux élections départementales sur le canton de Seynod. Une Haute Savoie + Responsable + Solidaire,Seynod,74,y,,,TRUE,,,,,,,
PS_2017-06-343,2017-06,no,Annie COLLINET,,EELV,f,,"Cdd17, ",,,,74,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-344,2017-06,yes,Anne FAVRELLE,,PS,f,,"Cdd17, ",annefavrelle17,Candidate socialiste aux législatives 2017 dans la 4ème circonscription de Haute-Savoie. Avec #Hamon2017 pour un #FuturDésirable !, Annemasse,74,y,,,TRUE,,,,,,,
PS_2017-06-345,2017-06,yes,Jean-Baptiste BAUD,,PS,m,,"Cdd17, ",jbbaud,Candidat aux législatives 5e circonscription de Haute-Savoie #PS #Thonon #Chablais #circo7405,,74,y,,,TRUE,,,,,,,
PS_2017-06-346,2017-06,no,Jacques VENJEAN,,EELV,m,,"Cdd17, ",,,,74,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-347,2017-06,yes,Ryadh SALLEM,https://duckduckgo.com/?q=Ryadh+SALLEM+twitter,PS,m,,"Cdd17, ",ryadhsallem2017,Candidat de la société civile investi par le PS aux #legislatives2017 dans la 10e circo. de Paris #circo7510 #Paris13 #Paris14 #Ryadh2017,Paris,75,y,,,FALSE,,,,,,,
PS_2017-06-348,2017-06,yes,Pauline VERON,,PS,f,,"Cdd17, Maire adjoint",paulineveron,"Élue du 9e, Maire Adjointe de Paris chargée de la démocratie locale, de la participation citoyenne, de la vie associative, de la jeunesse et de l'emploi",Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-349,2017-06,yes,Pascal CHERKI,,PS,m,,"Cdd17, ",pascalcherki,"Ancien Député de la 11e circonscription de Paris et ancien Maire du 14e arrondissement.Conseiller de Paris et du 14eme. Paris, Lisbonne, Manet et caipirinhas.",Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-350,2017-06,yes,Florian SITBON,,PS,m,,"Cdd17, ",floriansitbon,"Candidat PS aux élections législatives dans la 12ème circonscription de Paris, VIIème et XVème arrondissements. Metteur en scène et directeur d'école.#circo7512",Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-351,2017-06,yes,Naza CHIFFERT,,PS,f,,"Cdd17, ",nazachiffert,#Législatives2017 Naza Chiffert (titulaire) et Guillaume Boissonnat (suppléant) sont candidats aux élections législatives #Paris15 #circo7513,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-352,2017-06,yes,Pierre-Alain WEILL,,PS,m,,"Cdd17, ",paweill,Elu PS Paris 16e. candidat PS aux législatives 2017 16e. Chef d'entreprise. (ex. sec.national PS à l'innovation) (tous mes tweets sont perso).#PAW2017,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-353,2017-06,yes,George PAU LANGEVIN,,PS,f,,"Cdd17, Député",pau_langevin,"Députée de la 15e circonscription de Paris, ancienne ministre. #Facebook @georgepaulange20 #Instagram georgepaulangevin",Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-354,2017-06,yes,Jean-Christophe CAMBADELIS,,PS,m,,"Cdd17, Député",jccambadelis,"Député de Paris, Premier secrétaire du @partisocialiste, Premier vice-président du #PSE",Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-355,2017-06,yes,Colombe BROSSEL,,PS,f,,"Cdd17, Maire adjoint",cbrossel,"Adjointe à la Maire de Paris chargée de la Sécurite, de la Prévention, de la Politique de la Ville et de l'Intégration // Conseillère du 19ème arrondissement de",Paris,75,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Colombe BROSSEL,,PS,f,,"Cdd17, Maire adjoint",cbrossel2017,Candidate du @partisocialiste sur la 17e circonscription de #Paris. Juin 2017. #paris18 #paris19 #circo7517 #legislatives2017 #cbrossel2017,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-356,2017-06,yes,Myriam EL KHOMRI,,PS,f,,"Cdd17, ",myriamelkhomri,Habitante et élue du 18ème arrdt de Paris. Ex Ministre de la Ville puis du Travail / Emploi. Candidate aux législatives dans la #Circo7518. #Paris18 #Paris9,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-357,2017-06,yes,Marine ROSSET,,PS,f,,"Cdd17, ",avecmrosset,Equipe de campagne de @MarineRosset pour la 2e circonscription de Paris #legislatives2017 #circo7502 Facebook : https://lc.cx/JW2t  Instagram : @AvecMRosset,Paris,75,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Marine ROSSET,,PS,f,,"Cdd17, ",marinerosset,Professeure - Candidate PS pour la 2ème circo de Paris avec @CometFr - Secrétaire de section du PS 5ème- @PS75005 @AvecMRosset #circo7502,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-358,2017-06,yes,Annick LEPETIT,,PS,f,,"Cdd17, Député",annick_lepetit,"Députée #Paris (17e/18e arrdts), candidate 3e circo #législatives Présidente de Paris Batignolles Amenagement #PBA",Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-359,2017-06,yes,Fabrice DASSIE,,PS,m,,"Cdd17, ",fabrice_dassie,Chirurgien-dentiste - Candidat socialiste pour les législatives sur la 4e circonscription de Paris,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-360,2017-06,yes,Seybah DAGOMA,,PS,f,,"Cdd17, Député",seybahdagoma,Députée des 3e et 10e arrondissements de Paris. Candidate socialiste aux #Législatives2017. #Paris3 #Paris10 #circo7505,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-361,2017-06,yes,Cécile DUFLOT,,EELV,f,,"Cdd17, Député",cecileduflot,Députée de Paris Écologiste Ancienne ministre de l'égalité des territoires et du logement,Paris,75,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-362,2017-06,yes,Patrick BLOCHE,,PS,m,,"Cdd17, Député",pbloche,Député de Paris. Président de la commission des affaires culturelles et de l'éducation. Candidat PS dans la 7e circonscription #Bloche2017,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-363,2017-06,yes,Sandrine MAZETIER,,PS,f,,"Cdd17, Député",s_mazetier,Députée de Paris - Candidate #Circo7508 12ème et Sud 20eme. #Mazetier2017,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-364,2017-06,yes,Martin LAGANE,,PS,m,,"Cdd17, ",martinlagane,Candidat PS #circo7509 #lagauchedu13e,Paris,75,y,,,TRUE,,,,,,,
PS_2017-06-365,2017-06,yes,Jean-Pierre THEVENOT,,PS,m,,"Cdd17, Maire",jp_thevenot,Maire de Cany-Barville,Cany-Barville,76,y,,,TRUE,,,,,,,
PS_2017-06-366,2017-06,yes,Valérie FOURNEYRON,,PS,f,,"Cdd17, Député",vfourneyron,"Députée de Seine-Maritime, Commission des Affaires Étrangères, Ancienne Ministre",Rouen,76,y,,,TRUE,,,,,,,
PS_2017-06-367,2017-06,no,Jacques Antoine PHILIPPE,,PS,m,,"Cdd17, ",,,,76,y,,,FALSE,,,,,,,
PS_2017-06-368,2017-06,no,Luce PANE,,PS,f,,"Cdd17, ",,,,76,y,,,FALSE,,,,,,,
PS_2017-06-369,2017-06,yes,Guillaume BACHELAY,,PS,m,,"Cdd17, Député",gbachelay,"Guillaume Bachelay, Député PS de seine-maritime #circo7604",,76,y,,,TRUE,,,,,,,
PS_2017-06-370,2017-06,yes,Christophe BOUILLON,,PS,m,,"Cdd17, Député, Conseiller départemental",chris_bouillon,Christophe Bouillon • Député PS de Seine-Maritime #circo7605 • Conseiller Départemental du Canton de #Barentin • contact@christophebouillon.fr,,76,y,,,TRUE,,,,,,,
PS_2017-06-371,2017-06,yes,Marie LE VERN,,PS,f,,"Cdd17, Député, Conseiller départemental",marie_levern,Députée de la 6e circo de #SeineMaritime conseillère départementale du canton de #EU groupe #SER #circo7606 #MLV2017,,76,y,,,TRUE,,,,,,,
PS_2017-06-372,2017-06,yes,Matthieu BRASSE,,PS,m,,"Cdd17, Conseiller municipal",mattbrasselh,Conseiller municipal du #Havre | Candidat législatives circo #7607 #LeHavre ex-canton de #Montivilliers #SteAdresse | Secrétaire de section Socialiste du #Havre,Le Havre,76,y,,,TRUE,,,,,,,
PS_2017-06-373,2017-06,yes,Catherine TROALLIC,https://duckduckgo.com/?q=Catherine+TROALLIC+twitter,PS,f,,"Cdd17, Député, Conseiller régional",catroallic,Députée de Seine-Maritime Conseillère régionale de Normandie #LeHavre,Le Havre,76,y,,,FALSE,,,,,,,
PS_2017-06-374,2017-06,yes,Estelle GRELIER,,PS,f,,"Cdd17, ",estellegrelier,Députée de la 9ème circonscription de Seine-Maritime.,Fécamp,76,y,,,TRUE,,,,,,,
PS_2017-06-375,2017-06,yes,Juliette MEADEL,,PS,f,,"Cdd17, ",juliettemeadel,Candidate aux #législatives2017 dans la 10ème circonscription de #SeineEtMarne #Circo7710 - Ex Secrétaire d’État chargée de l’#AideAuxVictimes,Chelles,77,y,,,TRUE,,,,,,,
PS_2017-06-376,2017-06,yes,Nicolas ALIX,https://duckduckgo.com/?q=Nicolas+ALIX+twitter,PS,m,,"Cdd17, Conseiller municipal",nico_alix,"Candidat #PS aux #Législatives sur la #circo7701 - Conseiller municipal de #Dammarie, groupe #DammarieDemain - Responsable groupe #SouffleNouveau à la #CAMVS",Dammarie-lès-Lys,77,y,,,FALSE,,,,,,,
PS_2017-06-377,2017-06,yes,Olivier FAURE,,PS,m,,"Cdd17, Député",faureolivier,"Député PS de la 11e circonscription de Seine-et-Marne, Président des @socialistesAN",,77,y,,,TRUE,,,,,,,
PS_2017-06-378,2017-06,yes,Rose DE LA FUENTE,,EELV,f,,"Cdd17, ",rose_delafuente,"Ecologiste, Conseillère Fédérale EELV",,77,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-379,2017-06,yes,Marie-Laure FAGES,,PS,f,,"Cdd17, ",mlfages,"Secrétaire nationale aux droits de l'homme et humanitaire, PS, femme politique, juriste, 35 ans, Fée-ministe",Paris,77,y,,,TRUE,,,,,,,
PS_2017-06-380,2017-06,yes,Olivier HUSSON,,PS,m,,"Cdd17, ",olivierhusson17,Candidat #Législatives2017 sur la 4ème circonscription de Seine-et-Marne Maire de #Voinsles,Voinsles,77,y,,,TRUE,,,,,,,
